donor,recipient,year,aid_amount,recipient_iso3
Asian Development Fund (ASDF),Kyrgyz Republic,2000,95145346,KGZ
Asian Development Fund (ASDF),Kyrgyz Republic,2001,122005340,KGZ
Asian Development Fund (ASDF),Kyrgyz Republic,2003,21198442,KGZ
Asian Development Fund (ASDF),Kyrgyz Republic,2004,50339642,KGZ
Asian Development Fund (ASDF),Kyrgyz Republic,2005,37658318,KGZ
Asian Development Fund (ASDF),Kyrgyz Republic,2007,72173155,KGZ
Asian Development Fund (ASDF),Kyrgyz Republic,2009,47917584,KGZ
Asian Development Fund (ASDF),Kyrgyz Republic,2010,93960311,KGZ
Asian Development Fund (ASDF),Laos,1990,45736261,LAO
Asian Development Fund (ASDF),Laos,1991,89828150,LAO
Asian Development Fund (ASDF),Laos,1992,106257964,LAO
Asian Development Fund (ASDF),Laos,1993,100214774,LAO
Asian Development Fund (ASDF),Laos,1994,94311087,LAO
Asian Development Fund (ASDF),Laos,1995,124366658,LAO
Asian Development Fund (ASDF),Laos,1998,30670423,LAO
Asian Development Fund (ASDF),Laos,1999,86869875,LAO
Asian Development Fund (ASDF),Laos,2000,70189189,LAO
Asian Development Fund (ASDF),Laos,2001,105737961,LAO
Asian Development Fund (ASDF),Laos,2002,135999727,LAO
Asian Development Fund (ASDF),Laos,2003,62911506,LAO
Asian Development Fund (ASDF),Laos,2004,34600697,LAO
Asian Development Fund (ASDF),Laos,2005,19436551,LAO
Asian Development Fund (ASDF),Laos,2006,61264624,LAO
Asian Development Fund (ASDF),Laos,2007,49509025,LAO
Asian Development Fund (ASDF),Laos,2009,129216,LAO
Asian Development Fund (ASDF),Malaysia,1992,74081257,MYS
Asian Development Fund (ASDF),Maldives,1991,14524060,MDV
Asian Development Fund (ASDF),Maldives,1993,13525921,MDV
Asian Development Fund (ASDF),Maldives,1998,9661183,MDV
Asian Development Fund (ASDF),Maldives,1999,12065261,MDV
Asian Development Fund (ASDF),Maldives,2001,28467913,MDV
Asian Development Fund (ASDF),Maldives,2002,7825071,MDV
Asian Development Fund (ASDF),Maldives,2003,8205849,MDV
Asian Development Fund (ASDF),Maldives,2005,9475319,MDV
Asian Development Fund (ASDF),Maldives,2007,5864069,MDV
Asian Development Fund (ASDF),Maldives,2008,7838324,MDV
Asian Development Fund (ASDF),Maldives,2009,39303187,MDV
Asian Development Fund (ASDF),Marshall Islands,1991,10971980,MHL
Asian Development Fund (ASDF),Marshall Islands,1993,14140734,MHL
Asian Development Fund (ASDF),Marshall Islands,1994,8399581,MHL
Asian Development Fund (ASDF),Marshall Islands,1995,12302938,MHL
Asian Development Fund (ASDF),Marshall Islands,1999,13950458,MHL
Asian Development Fund (ASDF),Marshall Islands,2000,10637562,MHL
Asian Development Fund (ASDF),Marshall Islands,2001,19520854,MHL
Asian Development Fund (ASDF),Marshall Islands,2002,10955099,MHL
Asian Development Fund (ASDF),Marshall Islands,2010,10120442,MHL
Asian Development Fund (ASDF),"Micronesia, Federated States of",1993,9990737,FSM
Asian Development Fund (ASDF),"Micronesia, Federated States of",2000,12509273,FSM
Asian Development Fund (ASDF),"Micronesia, Federated States of",2001,21180127,FSM
Asian Development Fund (ASDF),"Micronesia, Federated States of",2004,23733330,FSM
Asian Development Fund (ASDF),Mongolia,1991,47361064,MNG
Asian Development Fund (ASDF),Mongolia,1992,5687046,MNG
Asian Development Fund (ASDF),Mongolia,1993,106055513,MNG
Asian Development Fund (ASDF),Mongolia,1994,95047893,MNG
Asian Development Fund (ASDF),Mongolia,1995,112331174,MNG
Asian Development Fund (ASDF),Mongolia,1999,75407878,MNG
Asian Development Fund (ASDF),Mongolia,2000,65353935,MNG
Asian Development Fund (ASDF),Mongolia,2001,58058274,MNG
Asian Development Fund (ASDF),Mongolia,2002,53366982,MNG
Asian Development Fund (ASDF),Mongolia,2003,40345422,MNG
Asian Development Fund (ASDF),Mongolia,2004,46379923,MNG
Asian Development Fund (ASDF),Mongolia,2005,12147844,MNG
Asian Development Fund (ASDF),Mongolia,2006,54895765,MNG
Asian Development Fund (ASDF),Mongolia,2007,15402808,MNG
Asian Development Fund (ASDF),Mongolia,2009,470701428,MNG
Asian Development Fund (ASDF),Mongolia,2010,51134863,MNG
Asian Development Fund (ASDF),Nepal,1990,197645984,NPL
Asian Development Fund (ASDF),Nepal,1991,133210884,NPL
Asian Development Fund (ASDF),Nepal,1992,64353415,NPL
Asian Development Fund (ASDF),Nepal,1993,57761829,NPL
Asian Development Fund (ASDF),Nepal,1994,19024315,NPL
Asian Development Fund (ASDF),Nepal,1995,53491036,NPL
Asian Development Fund (ASDF),Nepal,1998,161019720,NPL
Asian Development Fund (ASDF),Nepal,1999,75407879,NPL
Asian Development Fund (ASDF),Nepal,2000,270306367,NPL
Asian Development Fund (ASDF),Nepal,2001,155028119,NPL
Asian Development Fund (ASDF),Nepal,2002,93900848,NPL
